Word	Category	WordClass	TranslationEng	SearchTermsEng	StatusEng	TranslationEpo	TranslationSpa	TranslationDeu	Synonyms	Antonyms	Example	Tags	LexiliAsel	LexiliEstatus	TranslationFra	TranslationRus	TranslationZho
deylyu	root		convection; convect			konvekto; konvekti							Putunhwa (对流 "dweylyow"), Niponsa (対流 "tayryu"), Vyetnamsa (đối lưu "doylyu"), Hangusa (대류 "deryu")				
di	root	par	_**part**_ _(optional) proper noun marker_			_(nedeviga) markilo de propra nomo_	_marcador (opcional) de nombre proprio_						Am oko _den_ ji _hin_. Doycisa (die), Englisa (the)				
digita	root	n	_**n**_  digit		reviewed	cifero	dígito						Englisa (digital), Fransesa (digital), Doycisa (digital), Espanisa (digital), Hindisa (डिजिटल “ḍijiṭal”), Turkisa (dijital), Indonesisa (digital), Parsisa (دیجیتال‎ “dijitâl”), Niponsa (デジタル “dejitaru”), Hangusa (디지털 “dijitol”)	leferesmi			
dildo	root	n	_**n**_ dildo		reviewed	gadmeso	consolador (_juguete erótico_)						Englisa (dildo), Espanisa, Fransesa, Doycisa, Turkisa, Indonesisa, Pilipinasa, Hindisa (डिल्डो “dildo”), Niponsa (ディルド “dirudo”), Hangusa (딜도 “dildo”)	leferesmi			
din	root	n	_**n**_  day		reviewed	tago	día						Espanisa (día), Rusisa (день “dien”), Hindisa (दिन “din”), Karnatakasa (ದಿನ “dina”), Javanese (dina), Putunhwa  (天 “tiān”)	leferesmi			
dinamita	root	n	_**n**_ dynamite			dinamito	dinamita						Englisa (dynamite), Fransesa, Espanisa (dinamita), Pilipinasa, Rusisa (динамит “dinamit”), Doycisa (Dynamit), Indonesisa (dinamit), Turkisa, Arabisa (دِينَامِيت “dinamit”), Niponsa (ダイナマイト “daynamatyo”), Telugusa (డైనమైటు “danyamaytu”), Hangusa (다이너마이트 “daynomaytu”), Vyetnamsa (đinamit), Parsisa (دینامیت “dinamit”)				
dingya	root	n/f.oj	_**n**_  definition, determination; _**v.tr**_ define, determine		reviewed	difino; difini	definición, determinación; definir, determinar						Putunhwa (定义 “dìngyì”), Vyetnamsa (định nghĩa)	leferesmi			
dini	root	n	_**n**_  religion		reviewed	religio	religión						Arabisa (دين “din”), Parsisa (دین “din”), Turkisa (din), Swahilisa (dini), Indonesisa (din), Hindisa (दीन “din”)	leferesmi			
dinosor	root	n	dinosaur			dinosaŭro	dinosaurio					hewan	Englisa (dinosaur), Espanisa (dinosaurio), Fransesa (dinosaure), Rusisa (динозавр “dinozavr”), Doycisa (Dinosaurier), Indonesisa (dinosaurus), Pilipinasa (dinosawriyo), Hindisa (डायनासोर “daynasor”), Arabisa (دِينَاصَوْر “dinasawr”), Turkisa (dinozor), Parsisa (دایناسور “daynasor”), Swahilisa (dinosauri)				
diplomasi	root	n	_**n**_ diplomacy			diplomatio	diplomacia					politi	Doycisa (Diplomatie), Englisa (diplomacy), Espanisa (diplomacia), Fransesa (diplomatie), Rusisa (дипломатия “diplomatiya”), Indonesisa (diplomasi), Pilipinasa (diplomasya), Turkisa (diplomasi), Swahilisa (diplomasia), Parsisa (دیپلماسی “diplomâsi”)				
diseno	root	n/f.oj	_**n/v.tr**_ design		reviewed	dezajno; dezajni	diseño; diseñar						Englisa (design), Fransesa (dessin, dessein, design), Doycisa (Design), Rusisa (дизайн “dizayn”), Espanisa (diseño), Italisa (disegno), Hindisa (डिज़ाइन “dizayn”), Turkisa (desen, dizayn), Parsisa (دیزاین “dizayn”), Indonesisa (desain), Pilipinasa (disenyo)	leferesmi			
disko	root	n	disc, disk			disko	disco						Englisa (disc, disk), Espanisa (disco), Fransesa (disque), Rusisa (диск “disk”), Pilipinasa (disko), Hindisa (डिस्क “disk”), Niponsa (ディスク “disuku”), Telugusa (డిస్క్ “disk”), Turkisa (disk), Hangusa (디스크 “disuku”), Parsisa (دیسک “disk”), Swahilisa (diski)				
diskrimina	root	n/f.oro.a	_**n**_  discrimination; _**v.ambi.a**_ discriminate (against)		reviewed	diskriminacio, diskrimino; diskriminacii, diskrimini	discriminación; discriminar						Englisa (discrimination), Fransesa (discrimination), Doycisa (Diskriminierung), Rusisa (дискриминация “diskriminatsiya”), Espanisa (disciminación), Indonesisa (diskriminasi), Pilipinasa (diskriminasyon)	leferesmi			
diskusi	root	n/f.oro.a	_**n**_  discussion; _**v.ambi.a**_ discuss		reviewed	diskuto; diskuti	discusión, conversación; discutir, hablar						Englisa (discussion), Fransesa (discussion), Doycisa (Diskussion), Rusisa (дискуссия “diskussiya”), Espanisa (dicusión), Indonesisa (diskusi), Pilipinasa (diskusyon)	leferesmi			
disprosyum	root	n	_**n**_ dysprosium			disprozio	disprosio					kimikali monlari	Englisa (dysprosium), Putunhwa (鏑 “di”), Espanisa (disprosio), Arabisa (دِيسْبْرُوسْيُوم “disbrusyum”), Fransesa (dysprosium), Rusisa (диспрозий “disproziy”), Indonesisa (disprosium), Doycisa (Dysprosium), Niponsa (ジスプロシウム “jisupuroxiumu”), Telugusa (డిస్ప్రోసియం “disprosiyam”), Turkisa (disprosyum), Hangusa (디스프로슘 “disupurosyum”), Vyetnamsa (dysprosi), Parsisa (دیسپروزیم “disprozyom”), Swahilisa (disprosi), Pilipinasa (disprosyo)				
divar	root	n	_**n**_  wall		reviewed	muro	pared, muro						Hindisa (दीवार “divaar”), Parsisa (دیوار “divar”), Turkisa (duvar)	leferesmi			
Divehi	root	n	_**n**_ Maldives		reviewed	Maldivoj	las Maldivas					dexa	Divehisa (ދިވެހިރާއްޖެ “Divehirājje”)	leferesmi			
dixan	root	n	_**n**_  floor		reviewed	planko	piso, suelo						Putunhwa (地上 “dìshàng”)	leferesmi			
dodu	root	n	_**n**_  morality		reviewed	moraleco	moralidad						Putunhwa (道德 “dàodé”), Niponsa (道徳 “dōtoku”), Hangusa (도덕 “dodeog”), Vyetnamsa (đạo đức) 	leferesmi			
Dogra	root	t	Dogra (_ethnolinguistic group in India and Pakistan_)			dogra	dogra						Dograsa (डोगरा “dogra”)				
doku	root	n	_**n**_  document, file		reviewed	dokumento, dosiero	documento						Englisa (document), Fransesa (document), Doycisa (Dokument), Rusisa (документ “dokument”), Espanisa (documento), Turkisa (doküman), Pilipinasa (dokumento), Indonesisa (dokument), Niponsa (ドキュメント “dokyumento”), Hangusa (도큐먼트 “dokyumontu”)	leferesmi			
dokya	root	n/f.oro.a	_**n/v.ambi.a**_ poison, venom		reviewed	veneno; veneni	veneno; envenenar						Putunhwa (毒药 “dúyào”), Niponsa (毒薬 “dokuyaku”), Hangusa (독약 “dog-yag”), Vyetnamsa (độc)	leferesmi			
dolar	root	n	_**n**_ dollar			dolaro	dólar						Englisa (dollar), Hindisa (डॉलर “dolar”, डौलर “daular”, डालर “dalar”), Espanisa (dólar), Arabisa (دُولَار‎ “dular”), Fransesa (dollar), Rusisa (доллар “dollar”), Indonesisa (dolar), Doycisa (Dollar), Niponsa (ドル “doru”), Turkisa (dolar), Hangusa (러 “dallo”), Vyetnamsa (đô la), Parsisa (دلار‎ “dolâr”), Swahilisa (dola), Pilipinasa (dolyar)				
dolfin	root	n	dolphin		reviewed	delfeno	delfín 					hewan	Englisa (dolphin), Fransesa (dauphin), Doycisa (Delfin), Rusisa (дельфин “delʹfin”), Espanisa (delfín), Hindisa (डॉल्फ़िन “ḍŏlfin”), Telugusa (డాల్ఫిన్ “ḍālphin”), Arabisa (دلفين “dulfīn”), Parsisa (دلفین “dolfin”), Turkisa (delfin)	leferesmi			
dolo	root	n	_**n**_  street, road		reviewed	strato, vojo	calle, camino						Putunhwa (道路 “dàolù”), Hangusa (도로 “dolo”), Niponsa (道路 “dōro”)	leferesmi			
dom	root	n	_**n**_  place		reviewed	ejo, loko	lugar						Englisa (domain), Rusisa (дом “dom”)	leferesmi			
domaku	root	n	_**n**_ artery			arterio	arteria					jismulogi	Putunhwa (动脉 “dongmay”), Niponsa (動脈 “domyaku”), Hangusa (동맥 “dongmek”), Vyetnamsa (động mạch), Hindisa (धमनी “damni”), Telugusa (ధమని “damani”)				
domeni	root	n	_**n**_ domain, field (_of study, knowledge_)			domanio, domajno, fako, kampo (_de studo_)	dominio, ámbito, campo (_de estudio/conocimiento_), esfera						Englisa (domain), Espanisa (dominio), Fransesa (domaine), Espanisa (домен “domen”), Doycisa (domäne), Pilipinasa (dominyo), Niponsa (ドメイン “domein”), Parsisa (دامنه “dâmane”), Swahilisa (domeni)				
Dominika	root	n	_**n**_ Dominica		reviewed	Dominiko	Dominica					dexa	Englisa (Dominica)	leferesmi			
Dominikana	root	n	_**n**_ Dominican Republic		reviewed	Dominika Respubliko, Domingo	República Dominicana					dexa	Espanisa (Dominicana)	leferesmi			
donatu	root	n	_**n**_ doughnut, donut		reviewed	benjeto	rosquilla, dónut, dona					yamxey	Englisa (doughnut), Fransesa (donut), Doycisa (Donut), Espanisa (dona, dónut), Indonesisa (donat), Pilipinasa (donat), Niponsa (ドーナツ “dōnatsu”), Hangusa (도넛 “doneot”), Vyetnamsa (doughnut, donut), Hindisa (डोनट “ḍonaṭ”), Telugusa (డోనట్ “ḍōnaṭ”), Arabisa (دونات “dūnāt”), Swahilisa (donut), Parsisa (دونات “donât”), Turkisa (donut)	leferesmi			
dongu	root	n	_**n**_  east		reviewed	oriento	este (_dirección_)						Putunhwa (东 “dōng”), Vyetnamsa (đông), Hangusa (동 “dong”), Turkish (doğu)	leferesmi			
Dongutimor	root	n	_**n**_ East Timor, Timor-Leste		reviewed	Orienta Timoro	Timor Oriental					dexa	Tetum (Timór-Leste), Portugalsa (Timor-Leste)	leferesmi			
dongwi	root	n/f.oro.a	_**n**_  agreement, accord, deal; _**v.ambi.a**_ agree (_to a suggestion, etc._)		reviewed	akordo; akordi	acuerdo; estar de acuerdo						Putunhwa  (同意 “tóngyì”), Hangusa (동의 “dong-ui”), Vyetnamsa (đồng ý)	leferesmi			
donji	root		pupil (_anatomy_)			pupilo						jismulogi	Putunhwa (瞳子 "tongdzi"), Vyetnamsa (đồng tử), Hangusa (동자 "dongja")				
donmen	root	n/f.oro.b	_**n**_ alliance; _**v.ambi.p**_ ally (_become allied with_)			alianco; alianciĝi, aliancigi	alianza; aliarse						Putunhwa (同盟 “tongmeng”), Niponsa (同盟 “domei”), Hangusa (동맹 “dongmeng”), Vyetnamsa (đồng minh)				
dopamin	root	n	_**n**_ dopamine			dopamino	dopamina					medis	Englisa (dopamine), Fransesa, Espanisa (dopamina), Portugalsa, Italisa, Rusisa (дофамин “dofamin”), Doycisa (Dopamin), Indonesisa, Turkisa, Putunhwa (多巴胺 “duōbā'àn”), Niponsa (ドーパミン “dōpamin”), Hangusa (도파민 “dopamin”), Parsisa (دوپامین‎), Swahilisa (dopamini), Pilipinasa (dopamino)				
doste	root	n	_**n**_  friend		reviewed	amiko	amigo						Hindisa (दोस्त “dost”), Turkisa (dost), Parsisa (دوست “dust”)	leferesmi			
dotor	root	n	_**n**_  doctor (_PhD_), physician		reviewed	doktoro, kuracisto	doctor (_doctorado_), médico		medisyen			medis	Englisa (doctor), Fransesa (docteur), Doycisa (Doktor), Rusisa (доктор “doktor”), Espanisa (doctor), Indonesisa (doktor), Hindisa (डॉक्टर “ḍŏkṭar”), Arabisa (دُكْتُور “duktūr”), Telugusa (డాక్టర్ “ḍākṭar”, డాక్టరు “ḍākṭaru”), Turkisa (doktor), Parsisa (دکتر “doktor”), Swahilisa (daktari, dokta)	leferesmi			
doxo	root	n/f.oro.a	_**n**_  reading; _**v.ambi.a**_ read		reviewed	lego; legi	lectura; leer						Putunhwa (读书 “dúshū”), Vyetnamsa (đọc), Hangusa (독서 “dogseo”), Niponsa (読書 “dokusho”)	leferesmi			
doyan	root	t	_**adj/adv**_  diverse, diversely, various, variously		reviewed	diversa; diverse	diverso, distinto						Putunhwa (多样 “duōyàng”, 多元 “duōyuán”), Hangusa (다양 “dayang”)	leferesmi			
Doyci	root	n	_**n**_  Germany		reviewed	Germanio, Germanujo	Alemania					dexa	Doycisa (Deutschland, Deutsch)	leferesmi			
doyday	root	n/f.oro.a	_**n**_  treatment; _**v.ambi.a**_ treat		reviewed	trakto; trakti	trato; tratar						Putunhwa (对待 “duìdài”), Vyetnamsa (đối đải)	leferesmi			
dragon	root	n	_**n**_ dragon		reviewed	drako	dragón					hewan	Englisa (dragon), Fransesa (dragon), Doycisa (Drache), Rusisa (драко́н “drakón”), Espanisa (dragón), Pilipinasa (dragon), Niponsa (ドラゴン “doragon”), Hindisa (ड्रैगन “draigan”), Telugusa (డ్రాగన్ “ḍrāgan”), Swahilisa (dragoni)	leferesmi			
dragonfruta	root	n	_**n**_ dragon fruit, pitaya			drakofrukto, pitajo	pitahaya, fruta del dragón					fruta, yamxey	dragon + fruta: Englisa (dragon fruit), Fransesa (fruit du dragon), Rusisa (драко́ний фрукт “drakónij frukt”), Doycisa (Drachenfrucht), Niponsa (ドラゴンフルーツ “doragonfurūtsu”), Putunhwa (火龙果), Hangusa (용과 “yonggwa”), Arabisa (فَاكِهَة تِنِّين‎ “fākihat tinnīn”), Indonesisa (buah naga)				
drama	root	n	_**n**_ drama			dramo	drama						Englisa (drama), Espanisa (drama), Fransesa (drame), Rusisa (драма “drama”), Doycisa (Drama), Hindisa (ड्रामा “drama), Indonesisa (drama), Pilipinasa (drama), Niponsa (ドラマ “dorama”), Hangusa (드라마 “durama”), Arabisa (دْرَامَا “drama”), Parsisa (درام “deram”), Turkisa (drama), Swahilisa (drama)				
drevo	root	n	_**n**_  tree		reviewed	arbo	árbol						Parsisa (درخت “derakht”), Rusisa (древо “drevo”)	leferesmi			
Druki	root	n	_**n**_ Bhutan		reviewed	Butano	Bután					dexa	Drukisa (འབྲུག་ཡུལ “Druk Yul”)	leferesmi			
drumu	root	n	_**n**_ drum (_music_)			tamburo	tambor						Englisa (drum), Doycisa (Trommel), Indonesisa (drum), Hindisa (ड्रम “dram”), Niponsa (ドラム “doramu”), Hangusa (드럼 “durom”)				
dua	root	num	_**num**_ two		reviewed	du	dos						Englisa (dual), Espanisa (dos), Rusisa (два “dva”), Banglasa (দুই “du'i”), Hindisa (दो “do”), Parsisa (دو “do”), Indonesisa (dua), Hangusa (두 “du”)	leferesmi			
dubnyum	root	n	_**n**_ dubnium			dubnio	dubnio					kimikali monlari	Englisa (dubnium), Putunhwa (𨧀 “du”), Hindisa (डब्नियम “dabniyam”), Espanisa (dubnyo), Arabisa (دُوبْنِيُوم “dubniyum”), Fransesa (dubnium), Rusisa (дубний “dubniy”), Indonesisa (dubnium), Doycisa (Dubnium), Niponsa (ドブニウム “dobuniumu”), Telugusa (డుబ్నియం “dubniyam”), Turkisa (dubniyum), Hangusa (더브늄 “dabunyum”, 두브늄 “dubunyum”), Vyetnamsa (dubni), Parsisa (دوبنیم “dubniyom”), Swahilisa (dubni), Pilipinasa (dubyo)				
dudan	root	n/f.oro.a	_**n**_ smoke, fume; _**v.ambi.a**_ smoke		reviewed	fumo; fumi	humo; humear, fumar						Arabisa (دخان “dukhan”), Hindisa (धुआं “dhuaan”), Telugusa (ధూమము “dhuumamu”), Turkisa (duman), Parsisa (دود “dud”)	leferesmi			
dukan	root	n	_**n**_  store, shop		reviewed	butiko, aĉetejo	tienda						Arabisa (دكان “dukan”), Hindisa (दुकान “dukan”), Swahilisa (duka), Turkisa (dükkân), Parsisa (دکان “dokan”)	leferesmi			
dumbu	root	n	_**n**_ posterior, buttocks, butt, hindquarters, heinie, bottom, pygo-			postaĵo, pugo	trasero, nalgas, culo					jismulogi	Putunhwa (臀部 “tunbu”), Hindisa (नितम्ब “nitamb”), Niponsa (臀部 “denbu”), Hangusa (둔부 “dunbu”)				
duna	root	n	dune			duno	duna, médano	Düne					Englisa (dune), Espanisa (duna), Fransesa (dune), Rusisa (дюна “dyuna”), Doycisa (Düne), Portugalsa (duna), Italisa (duna), Hangusa (둔 “dun”, 둔덕 “dundok”, 둔치 “dunci”), Vyetnamsa (đụn cát)				
Dunya	root	n	_**n**_  Earth		reviewed	(la) Tero	Tierra					planeta	Arabisa (دنيا “dunia” - world), Turkisa (Dünya), Swahilisa (dunia), Indonesisa (dunia - world), Hindisa (दुनिया “duniyā” - world), Parsisa (دنیا “donyâ” - world)	leferesmi			
dur	root	p	_**prep**_ during, for		reviewed	dum	durante						Am oko _dure_.	leferesmi			
dure	root	n/f.nenoj	_**n**_  duration; _**v.intr**_ last, continue, go on		reviewed	daŭro; daŭri	duración; durar						Englisa (duration), Fransesa (durée), Doycisa, Espanisa	leferesmi			
duxe	root	n/f.oro.b	_**n/v.ambi.p**_ shower			duŝo; (sin)duŝi	ducha; ducharse						Espanisa (ducha), Fransesa (douche), Rusisa (душ “dux”), Doycisa (Dusche), Indonesisa (dus), Arabisa (دُش‎, دُوش “dux”), Turkisa (duş), Parsisa (دوش “dux”)				
dwer	root	n	_**n**_  door		reviewed	pordo	puerta						Hindisa (द्वार “dvar”), Parsisa (در “dar”), Rusisa (дверь “dver”), Englisa (door), Nederisa (deur)	leferesmi			
dyabetes	root	n	diabetes			diabeto	diabetes					medis	Englisa (diabetes), Espanisa (diabetes), Fransesa (diabète), Rusisa (диабет "diabet"), Doycisa (Diabetes), Indonesisa (diabetes), Pilipinasa (diyabetes), Arabisa (دِيَابِيطَا "diyabita"), Turkisa (diyabet), Parsisa (دیابت "diyâbet")				
dyabol	root	n	_**n**_  devil		reviewed	diabolo	diábolo					dini	Englisa (diabolic), Doycisa (Teufel, Deibel), Fransesa (Diable), Espanisa (Diablo), Rusisa (дьявол “dyavol”), Pilipinasa (diyabolo), Karnatakasa (ದೆವ್ವ “deva”)	leferesmi			
dyer	root	t	_**adj/adv**_  late		reviewed	malfrua; malfrue	tarde						Hindisa (देर “der”), Parsisa (دیر “dir”)	leferesmi			
dyeta	root	n/f.nenoj	_**n**_  diet; _**v.intr**_ (follow a) diet		reviewed	dieto; dieti	dieta; hacer dieta						Englisa (diet), Fransesa (diète), Doycisa (Diät), Rusisa (диета “diyeta”), Espanisa (dieta), Turkisa (diyet), Indonesisa (diet, diit), Pilipinasa (diyeta), Niponsa (ダイエット “daietto”), Hangusa (다이어트 “daiotu”)	leferesmi			
dyex	root	n	_**n**_  plate, dish		reviewed	plado, telero	plato						Englisa (dish), Putunhwa (碟 “dié”), Vyetnamsa (dĩa)	leferesmi			
dyorita	root	n	diorite			diorito	diorita						Englisa (diorite), Espanisa (diorita), Fransesa (diorite), Rusisa (диорит “diorit”), Doycisa (Diorit), Indonesisa (diorit), Pilipinasa (diyorayt), Hindisa (डायोराइट “dayorayt”), Arabisa (ديوريت “diurit”), Karnatakasa (ಡಿಯೊರೈಟ್ “diyorayt”), Turkisa (diyorit), Vyetnamsa (diorit), Parsisa (ديوريت “diyorit”)				
