Word,Category,WordClass,OfficialWord,TranslationEng,SearchTermsEng,StatusEng,TranslationEpo,TranslationSpa,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,LexiliEstatus,TranslationFra,TranslationRus,TranslationZho
pudra,root,n/f.oro.b,TRUE,powder; pulverize,,,pulvoro; pulvorigi,"polvo; pulverizar, pulverizarse",,,,,,"Englisa (powder), Fransesa (poudre), Rusisa (пудра “pudra”), Doycisa (Puder), Telugusa (పొడి “podi”), Turkisa (pudra), Vyetnamsa (bột), Parsisa (پودر “pudr”), Swahilisa (poda)",,,,
pul,root,t,TRUE,full,,reviewed,plena; plene,lleno,,,,,,"Englisa (full), Doycisa (voll), Hindisa (पूर्ण “purn”), Rusisa (полный “poln-”)",leferesmi,,,
pupa,root,n,TRUE,"pupa, pupe, chrysalis, tumbler",,,"pupo, krizalido","pupa, crisálida, capullo",,,,,,"Englisa (pupa), Espanisa (pupa), Fransesa (pupe), Doycisa (Puppe), Portugalsa (pupa), Italisa (pupa), Indonesisa (pupa), Hindisa (प्यूपा ""pyupa""), Karnatakasa (ಪ್ಯೂಪಾ ""pyupa""), Turkisa (pupa)",,,,
pupe,root,n,TRUE,doll ,,reviewed,pupo,muñeca,,,,,yuxitul,"Englisa (puppet), Doycisa (Puppe), Fransesa (poupée), Vyetnamsa (búp bê)",leferesmi,,,
purpuro,root,t,TRUE,purple,,reviewed,purpura; purpure,morado,,,,,kolor,"Englisa (purple), Fransesa (pourpre), Doycisa (Purpur), Rusisa (пурпур “purpur”), Espanisa (púrpura), Niponsa (パープル “papuru”)",leferesmi,,,
puto,root,n,TRUE,grape,,reviewed,vinbero,"uva, _Vitis_",,,,,"fruta, yamxey","Putunhwa (葡萄 “pútáo”), Niponsa (葡萄 “budō”), Hangusa (포도 “podo”)",leferesmi,,,
pyale,root,n,TRUE,bowl,,,bovlo,"bol, tazón, cuenco",,,,,,"Rusisa (пиала “piala”), Hindisa (प्याला “pyala”), Turkisa (piyale), Parsisa (پیاله “piyâle”)",,,,
pyano,root,n,TRUE,piano,,reviewed,piano,piano,,,,,,"Italisa (piano), Englisa (piano), Fransesa ( ), Doycisa, Rusisa, Espanisa, Arabisa, Hindisa, Telugusa, Parsisa, Turkisa, Indonesisa, Pilipinasa, Swahilisa, Vyetnamsa, Niponsa, Hangusa",leferesmi,,,
pyara,root,n,TRUE,pear,,,piro,"pera, _Pyrus_",,,,,"fruta, yamxey","Englisa (pear), Fransesa (poire), Doycisa (Birne), Espanisa (pera), Indonesisa (pir), Pilipinasa (peras), Telugusa (పియర్ “piyar”), Swahilisa (peasi)",,,,
pyon,root,n,FALSE,"pawn, peon",,,peono,peón,,,,,,"Espanisa (peón), Fransesa (pion), Indonesisa (pion), Pilipinasa (piyon), Turkisa (piyon), Englisa (peon, pawn), Niponsa (ポーン ""pon""), Hangusa (폰 ""pon"")",,,,
radar,root,n,TRUE,radar,,,radaro,radar,,,,,,"Englisa (radar), Espanisa (radar), Fransesa (radar), Rusisa (радар ""radar""), Doycisa (Radar), Indonesisa (radar), Pilipinasa (radar), Putunhwa (雷达 ""leyda""), Hindisa (रडार ""radar""), Arabisa (رَادَار ""radar""), Niponsa (レーダー ""reda""), Telugusa (రాడార్ ""radar""), Turkisa (radar), Vyetnamsa (ra-đa), Hangusa (레이다 ""reyda""), Parsisa (رادار ""radar""), Swahilisa (rada)",,,,
radon,root,n,TRUE,radon,,,radono,"radón, Rn",,,,,kimikali monlari,"Englisa (radon), Espanisa (radón), Arabisa (رَادُون “radun”), Fransesa (radon), Rusisa (радон “radon”), Indonesisa (radon), Doycisa (Radon), Niponsa (ラドン “radon”), Telugusa (రేడాన్ “redan”), Turkisa (radon), Hangusa (라돈 “radon”), Vyetnamsa (radon), Parsisa (رادون “radon”), Swahilisa (radoni), Pilipinasa (radon)",,,,
radya,root,n/f.oj,TRUE,ray; radiate,,reviewed,radio (_fiziko_); radii,rayo; radiar,,,,,,"Englisa (radiation), Fransesa (radiation), Espanisa (radiación), Rusisa (радиация ""radiatsiya""), Pilipinasa (radiyasyon), Indonesisa (radiasi), Turkisa (radyasyon), Vyetnamsa (tia)",leferesmi,,,
radyan,root,n,TRUE,radian,,,radiano,"radián, rad",Radiant,,,,,"Englisa (radian), Espanisa (radián), Fransesa (radian), Rusisa (радиан “radian”), Doycisa (Radiant), Indonesisa (radian), Pilipinasa (radyan), Hindisa (रेडियन “rediyan”), Arabisa (راديان “radian”), Niponsa (ラジアン “rajian”), Telugusa (రేడియన్ “rediyan”), Turkisa (radyan), Hangusa (라디안 “radian”), Vyetnamsa (radian), Parsisa (رادیان “radiyan”)",,radian,радиан,弧度
radyo,root,n,TRUE,radio,,reviewed,radio (_komunikilo_),radio (_medio_),,,,,,"Englisa (radio), Fransesa (radio), Doycisa (Radio), Rusisa (радио “radio”), Espanisa (radio), Arabisa (راديو “radyu”), Swahilisa (redio), Hindisa (रेडियो “rediyo”), Telugusa (రేడియో “rediyo”), Parsisa (رادیو “râdiyo”), Turkisa (radyo), Indonesisa (radio), Pilipinasa (radyo), Niponsa (ラジオ “rajio”), Hangusa (라디오 “radio”)",leferesmi,,,
radyum,root,n,TRUE,radium,,,radiumo,"radio (_elemento_), Ra",,,,,kimikali monlari,"Englisa (radium), Hindisa (रेडियम “rediyam”), Espanisa (radio), Arabisa (رَادِيُوم “radiyum”), Fransesa (radium), Rusisa (радий “radiy”), Indonesisa (radium), Doycisa (Radium), Niponsa (ラジウム “rajiumu”, ラディウム “radiumu”), Telugusa (రేడియం “rediyam”), Turkisa (radyum), Hangusa (라듐 “radyum”), Vyetnamsa (radi), Parsisa (رادیوم “radiyom”), Swahilisa (radi), Pilipinasa (radyo)",,,,
radyus,root,n,TRUE,radius,,,radio (_geometrio_),radio (_geometría_),,,,,,"Englisa (radius), Doycisa (Radius), Espanisa (radio), Rusisa (радиус “radius”), Indonesisa (radius), Pilipinasa (radyos, radyus), Swahilisa (rediasi)",,,,
rafu,root,n,TRUE,shelf,,,breto,estante,,,,,,"Arabisa (رَفّ “raff”), Turkisa (raf), Parsisa (رف “raf”), Swahilisa (rafu)",,,,
rahatu,root,n/f.oro.b,TRUE,"rest, break; rest, take a break",,reviewed,"paŭzo; paŭzi, ripozi",descanso; descansar,,,,,,"Arabisa (رَاحَة “raha”), Parsisa (راحت‎ “rahat”), Turkisa (rahat), Indonesisa (rehat)",leferesmi,,,
rahema,root,n,TRUE,mercy,,,"mizerikordo, korfavoro, kompato",misericordia,,,,,,"Arabisa (رَحْمَة “rahma”), Indonesisa (rahmat), Turkisa (merhamet), Parsisa (رحم “rahm”), Swahilisa (rehema), Hindisa (रहम “raham”)",,,,
rahibu,root,n,TRUE,"monk, nun, brother, sister, cloisterer",,,"monaĥo, monaĥino",monje,,,,,dini,"Arabisa (رَاهِب “rahib”, رَاهِبَة “rahiba”), Indonesisa (rahib), Turkisa (rahip, rahibe), Parsisa (راهب “raheb”, راهبه “rahebe”)",,,,
rahim,root,n,TRUE,"uterus, womb",,,utero,"matriz, útero",,,,,,"Arabisa (رَحِم “rahim”), Indonesisa (rahim), Turkisa (rahim), Parsisa (رحم “rahem”)",,,,
rakun,root,n,TRUE,"raccoon, _Procyon_",,reviewed,"lavurso, prociono","mapache, _Procyon_",,,,,hewan,"Englisa (raccoon), Indonesisa (rakun), Niponsa (ラクーン “rakun”), Hindisa (रकून “rakun”), Telugusa (రక్కూన్ “rakkun”), Arabisa (راكون “rakun”), Swahilisa (rakuni), Parsisa (راکون “rakon”), Turkisa (rakun)",leferesmi,,,
ramadu,root,n,TRUE,"ash, ashes",,reviewed,cindro,ceniza,,,,,,Arabisa (رماد “ramad”),leferesmi,,,
rande,root,n/f.oj,TRUE,"plane, grater; plane, grate",,,"rabotilo, raspilo; raboti, raspi","cepillo de carpintero, garlopa, rallador; cepillar, dolar, rallar",,,,,,"Hindi (रंदा “randa”), Turkisa (rende; rendelemek), Parsisa (رنده “rande""; رَندیدَن “randidan”), Swahilisa (randa)",,,,
randevu,root,n/f.nenoj,TRUE,"appointment, engagement, date",,,rendevuo,cita,,,,,,"Fransesa (rendez-vous), Englisa (rendezvous), Doycisa (Rendezvous), Niponsa (ランデブー “randebuu”), Turkisa (randevu), Parsisa (رانده وو ""rande vu"")",,,,
ranko,root,n,TRUE,"rank, standing, place, position",,,rango,"rango, posición",,,,,,"Doycisa (Rang), Englisa (rank), Espanisa (rango), Fransesa (rang), Rusisa (ранг “rang”), Pilipinasa (ranggo), Hindisa (रैंक “rank”), Telugusa (ర్యాంక్ “rank”), Niponsa (ランク “ranku”)",,,,
rapu,root,n/f.oro.a,TRUE,rap (_music_),,,repo,rap; rapear,,,,,,"Englisa (rap), Espanisa (rap), Fransesa (rap), Doycisa (Rap), Turkisa (rap), Indonesisa (rap), Vyetnamsa (rap), Pilipinasa (rap), Rusisa (рэп “rep”), Hindisa (रैप “rep”), Arabisa (راب “rab”), Niponsa (ラップ “rappu”), Korean (랩 “rep”), Parsisa (رپ “rap”), Swahilisa (kurap)",,,,
rasa,root,n,TRUE,race,,reviewed,raso,raza,,,,,,"Englisa (race), Fransesa (race), Doycisa (Rasse), Rusisa (раса “rasa”), Espanisa (raza), Indonesisa (ras), Pilipinasa (rasismo), ",leferesmi,,,
rasamu,root,n/f.oro.a,TRUE,"drawing, illustration; draw, illustrate",,reviewed,desegno; desegni,dibujo; dibujar,,,,,,"Arabisa (رسم “rasama”, يَرْسُمُ‎‎ “yarsumu”, رَسْم “rasm”), Parsisa (رسم کردن‎ “rasm kardan”), Turkisa (resim)",leferesmi,,,
rasona,root,n/f.oro.a,TRUE,reason (_logical thought_),,reviewed,"racio, rezono; rezoni",razón (_pensamiento lógico_); razonar,,,,,,"Englisa (rational, reason), Doycisa (rational), Fransesa (rationnel, raison), Espanisa (racional, razón), Rusisa (рациональный “ratsionalniy”, разум “razum”), Indonesisa (rasional), Turkisa (rasyonel)",leferesmi,,,
rato,root,n,TRUE,rat,,,rato,"rata, _Rodentia_",,,,,hewan,"Englisa (rat), Fransesa (rat) Espanisa (rata), Doycisa (Ratte), Portugalsa (rato), Italisa (rato), Niponsa (ラット “ratto”)",,,,
raxwa,root,n/f.oj,TRUE,bribe,,,subaĉeto; subaĉeti,soborno; sobornar,,,,,,"Hindisa (रिश्वत “rixvat”), Arabisa (رَشْوَة “raxwa”), Indonesisa (rasywah), Turkisa (rüşvet), Parsisa (رشوه “rexve”), Swahilisa (rushwa)",,,,
rayfle,root,n,TRUE,rifle,,,fusilo,"rifle, fusil",,,,,,"Englisa (rifle), Espanisa (rifle), Pilipinasa (riple), Putunhwa (来复枪 “layfucyang”), Niponsa (ライフル “rayfuru”), Hangusa (라이플 “raypul”)",,,,
real,root,t,TRUE,"real, really",,reviewed,reala; reale,real,,,,,,"Englisa (real), Fransesa (réel), Doycisa (reell), Rusisa (реальный “realniy”), Espanisa (real), Indonesisa (realitas), Turkisa (reel)",leferesmi,,,
recitu,root,n,TRUE,receipt,,,kvitanco,"recibo, factura",,,,,,"Englisa (receipt), Espanisa (recibo), Portugalsa, Fransesa (reçu, récépissé), Italisa (ricevuta), Indonesisa (resi), Italisa (resibo), Hindisa (रसीद “rasid”), Telugusa (రసీదు “rasidu”), Parsisa (رسید “resid”), Swahilisa (resiti)",,,,
referendum,root,n,TRUE,"referendum, plebiscite",,,"referendumo, plebiscito","referéndum, referendo, plebiscito",,,,,politi,"Englisa (referendum), Espanisa (referéndum), Fransesa (référendum), Rusisa (референдум ""referendum""), Doycisa (Referendum), Indonesisa (referendum), Pilipinasa (reperendum), Telugusa (రెఫరెండం ""refarendam""), Turkisa (referandum), Parsisa (رفراندوم ""refrândom"")",,,,
regula,root,n,TRUE,"rule, regulation, policy",,reviewed,regulo,"regla, reglamento, política",,,,,,"Englisa (rule, regulation), Fransesa (règle), Doycisa (Regel), Espanisa (regla), Rusisa (регуляция “regulyatsiya”), Indonesisa (regulasi), Pilipinasa (reglamento)",leferesmi,,,
rehani,root,n,TRUE,basil,,,bazilio,"albahaca, _Ocimum basilicum_",,,,,,"Arabisa (رَيْحَان “rayhan”), Turkisa (reyhan), Parsisa (ریحان “reyhân”), Swahilisa (mrehani)",,,,
rekabu,root,n/f.oro.a,TRUE,"stirrup; ride, mount",,,piedingo; rajdi,estribo; montar,,,,,,"Indonesisa (rakap), Hindisa (रकाब ""rakāb""), Arabisa (رِكَاب ""rikāb"", رَكِبَ ""rakiba""), Telugusa (రికాబు ""rikabu""), Parsisa (رکاب ""rekâb""), Swahilisa (rikabu; -rakibu, -rekebu)",,,,
reki,root,n/f.oro.a,TRUE,"rake, harrow",,,"rastilo, erpilo; rasti, erpi","grada, rastra",,,,,,"Englisa (rake, raking), Doycisa (Rechen), Niponsa (レーキ ""rēki""), Swahilisa (reki)",,,,
reklama,root,n/f.oro.a,TRUE,"ad, advertisement; advertise",,reviewed,anonco; anonci,"anuncio, comercial; anunciar",,,,,,"Espanisa (reclamo), Rusisa (реклама “reklama”), Doycisa (Reklame), Nederisa (reclame), Turkisa (treklam), Indonesisa (reklame), Estisa (reklaam)",leferesmi,,,
rekomenda,root,n/f.oj,TRUE,recommendation; recommend,,reviewed,rekomendo; rekomendi,recomendación; recomendar,,,,,,"Englisa (recommendation), Espanisa (recomendación), Fransesa (recommandation), Rusisa (рекомендация “rekomendatsiya”), Swerisa (rekommendation), Indonesisa (rekomendasi), Pilipinasa (rekomendasyon)",leferesmi,,,
relativo,root,t,TRUE,relative,,reviewed,relativa; relative,relativo,,,,,,"Englisa (relative), Doycisa (relativ), Fransesa (relatif), Espanisa (relativo), Rusisa (релятивный “relyativniy”), Indonesisa (relatif), Pilipinasa (relatibo)",leferesmi,,,
remora,root,n,TRUE,"remora, suckerfish",,,"remoro, eĥeneedo, suĉfiŝo","rémora, _Echeneidae_",,,,,hewan,"Englisa (remora), Indonesisa (remora), Pilipinasa (remora), Turkisa (remora), Espanisa (rémora), Fransesa, (रेमोरा “remora”)",,,,
ren,root,pn,TRUE,one,,reviewed,oni,uno (_pronombre_),,,,,,Putunhwa (人 “rén”),leferesmi,,,
rengenyum,root,n,TRUE,roentgenium,,,rentgenio,"roentgenio, Rg",,,,,kimikali monlari,"Englisa (roentgenium), Hindisa (रेन्टजेनियम “rentjeniyam”), Espanisa (roentgenio), Arabisa (رُونْتْجِينْيُوم “rontginyum”), Fransesa (roentgenium), Rusisa (рентгений “rentgeniy”), Indonesisa (roentgenium), Doycisa (Roentgenium, Röntgenium), Niponsa (レントゲニウム “rentogeniumu”), Telugusa (రోయెంట్‌జీనియం “royenjiniyam”), Turkisa (röntgenyum), Hangusa (뢴트게늄 “rwentugenyum”), Vyetnamsa (roengeni), Parsisa (رونتگنیوم “rontgeniyom”), Swahilisa (roentgeni), Pilipinasa (roentgenyo)",,,,
renyum,root,n,TRUE,rhenium,,,renio,"renio, Re",,,,,kimikali monlari,"Englisa (rhenium), Espanisa (renio), Arabisa (رِنْيُوم “rinyum”), Fransesa (rhénium), Rusisa (рений “reniy”), Indonesisa (renium), Doycisa (Rhenium), Niponsa (レニウム “reniumu”), Telugusa (రీనియం “riniyam”), Turkisa (renyum), Hangusa (레늄 “renyum”), Vyetnamsa (rheni), Parsisa (رنیوم “renyom”), Swahilisa (reni), Pilipinasa (reniyo)",,,,
reporti,root,n/f.oro.b,TRUE,report,,reviewed,raporto; raporti,"informe, reporte; informar, reportar",,,,,,"Englisa (report), Fransesa, Doycisa (Report), Espanisa (reporte), Rusisa (рапорт “raport”), Hindisa (रिपोर्ट “riport”), Swahilisa (ripoti)",leferesmi,,,
reputasi,root,n,TRUE,reputation,,reviewed,reputacio,reputación,,,,,,"Englisa (repute, reputation), Fransesa (réputation), Doycisa (Reputation), Rusisa (репутация “reputatsiya”), Espanisa (reputación), Indonesisa (reputasi), Pilipinasa (reputasyon), Turkisa (repütasyon)",leferesmi,,,
reserci,root,n/f.oro.a,TRUE,research,,,esploro; esplori,investigación; investigar,,,,,,"Englisa (research), Fransesa (recherche), Niponsa (リサーチ “risaci”), Indonesisa (riset)",,,,
resini,root,n,TRUE,resin,,,rezino,resina,,,,,,"Englisa (resin), Indonesisa, Espanisa (resina), Pilipinasa, Fransesa (résine), Turkisa (reçine), Parsisa (رزین “rezin”), Swahilisa (rezini)",,,,
resmi,root,t,TRUE,"formal, formally, official, officially",,reviewed,"formala, oficiala; formale, oficiale","formal, oficial",,,,,,"Arabisa (رسمي “rasmi”), Parsisa (رسمی “rasmi”), Indonesisa (resmi), Turkisa (resmî), Swahilisa (rasmi)",leferesmi,,,
resta,root,n/f.oro.b,TRUE,"remainder, (the) rest; stay, remain, leave (behind), keep",,reviewed,"resto, restaĵo, cetero; resti, restigi","resto; quedarse, permanecer, restar, dejar",,,,,,"Englisa (rest), Fransesa (reste), Doycisa (Rest), Rusisa (остаток “ostatok”), Espanisa (resto, restar)",leferesmi,,,
restoran,root,n,TRUE,restaurant,,,restoracio,restaurante,,,,,,"Doycisa, Englisa, Espanisa, Fransesa, Rusisa, Hindisa (रेस्टोरेंट ""restorent""), Telugusa (రెస్టారెంట్ ""restarent""), Parsisa (رستوران ""resturan""), Turkisa (restoran), Indonesisa (restoran), Pilipinasa (restawran), Niponsa (レストラン ""resutoran""), Hangusa (레스토랑 ""resutoran"")",,,,
resulta,root,n/f.oj,TRUE,"result, outcome; result (in)",,reviewed,rezulto; rezulti,resultado; resultar (en),,,,,,"Englisa (result), Fransesa (résultat), Doycisa (Resultat), Rusisa (результат “rezultat”), Espanisa (resultado), Pilipinasa (resulta)",leferesmi,,,
resurso,root,n,TRUE,resource,,reviewed,"rimedo, resurso",recurso,,,,,,"Englisa (resource), Fransesa (ressource), Doycisa (Ressource), Rusisa (ресурс “resurs”), Espanisa (recurso), Pilipinasa (rekurso)",leferesmi,,,
retil,root,n/f.nenoj,TRUE,"crawl, creep",,,rampo; rampi,"gatear, reptar, arrastrarse, deslizarse",,,,,,"Latinsa (reptilis, reptile, repere) - Englisa (reptile, reptilian, Reptilia), Fransesa (reptile), Espanisa (reptil, reptar), Doycisa (Reptil), Indonesisa (reptil), Rusisa (рептилия “reptiliya”), Pilipinasa (reptilya), Swahilisa (reptilia)",,,,
rewmati,root,n,TRUE,"rheumatism, rheum",,,reŭmatismo,"reumatismo, reuma",,,,,,"Englisa (rheumatism), Espanisa (reumatismo), Fransesa (rhumatisme), Rusisa (ревматизм ""revmatizm""), Doycisa (Rheuma, Rheumatismus), Indonesisa (rematik), Pilipinasa (rayuma, reuma), Niponsa (リウマチ ""riumaci"", リューマチ ""ryumaci""), Turkisa (romatizma), Hangusa (류머티즘 ""ryumotijum""), Parsisa (روماتيسم ""rumâtism"")",,,,
rinjon,root,n/f.oro.b,TRUE,bell; ring,,,sonorilo; sonori,"campana, timbre; sonar, doblar, timbrar",,,,,,"Putunhwa (鈴 ""ling"", 叮咚 ""dingdong""), Niponsa (鈴 ""rin"", ジリリリリン ""jiririririn"", ピンポン ""pimpon""), Doycisa (klingeling, klingeln), Englisa (ring ring, ding dong), Espanisa (rin rin), Fransesa (dring dring), Indonesisa (kring kring), Pilipinasa (kring kring), Vyetnamsa (reng, bính bong), Hindisa (रिंगटोन ""rington""), Telugusa (రింగ్‌టోన్ ""ring‌ton""), Arabisa (تــرن تــرن ""terren terren""), Hangusa (따르릉 따르릉 ""tarurung tarurung"", 종 ""jong"", 초인종 ""coinjong""), Rusisa (дзынь-дзынь ""dzin-dzin"", динь-дон ""dindon""), Turkisa (zır zır), Parsisa (زنگ ""zang""), Swahilisa (kengele)",,,,
